
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1428625469005



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: separatebeastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/swine/HA_H3/plugins
Read alignment: alignment
  Sequences = 57
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = (((((((((((2003A/swine/Italy/268086/2003|EU982298|2003.,2006A/swine/Italy/66945/2006|EU037014|2006.),1999A/swine/Bakum/8602/99|EF409250|1999.),(1999A/swine/HongKong/5190/99|AY363519|1999.,2000A/swine/Italy/9181/2000|DQ975266|2000.)),2005A/swine/Italy/30574/2005|EU045372|2005.),(1994A/Swine/Italy/25823/94|AF213903|1994.,2004A/swine/Spain/54008/2004|CY010564|2004.)),((((1991A/Swine/Netherlands/784/91|AF092057|1991.,1995A/swine/Germany/Vi3161/95|AM920723|1995.),(1992A/swine/Italy/1188/1992|DQ975258|1992.,1993A/Swine/Netherlands/849/93|AF092054|1993.)),1983A/swine/Italy/309/1983|X73489|1983.),1987A/swine/Italy/635/1987|X73491|1987.)),((((2001A/swine/Spain/33601/2001|CY009372|2001.,2002A/swine/Spain/42386/2002|CY020501|2002.),2003A/swine/Nordkirchen/IDT1993/2003|EU924271|2003.247),1997A/swine/Germany/SEC27/97|AM920733|1997.),2007A/swine/Italy/10659-1/2007|EU982295|2007.)),((((2001A/swine/Italy/7680/2001|EU045365|2001.,2002A/swine/Spain/39139/2002|CY009380|2002.),1987A/swine/Italy/636/87|AJ293928|1987.),2004A/swine/Italy/297576/2004|EU045371|2004.),1988A/swine/Italy/729/1988|DQ975256|1988.)),(((((((1995A/swine/Italy/1380-2/1995|DQ975260|1995.,2003A/swine/Bissendorf/IDT1864/2003|GQ161170|2003.211),1998A/swine/Italy/1510/98|AJ293932|1998.),1985A/swine/Italy/520/85|X73490|1985.),1996A/swine/Italy/1477/96|AJ293931|1996.),1992A/swine/Italy/1243/92|AJ293929|1992.),(1993A/Swine/Netherlands/L2/93|AF092056|1993.,2000A/swine/HongKong/7982/00|AY363522|2000.)),1997A/swine/Lohne/1/97|EF409249|1997.)),((((((1992A/swine/IDT/Re220/92|AY701752|1992.,1998A/swine/Flanders/1/1998|FJ842116|1998.),1996A/Swine/Oedenrode/7C/96|AF092053|1996.),2006A/swine/Italy/79604/2006|EU045374|2006.),1994A/Swine/Belgium/231/94|AF092055|1994.),1985A/Swine/Utrecht/4/85|AF092058|1985.),(((((1994A/swine/Finistere/510/94|AJ311511|1994.,1998A/swine/Italy/9264/1998|EU045360|1998.),1997A/Swine/Breugel/97|AF092052|1997.),1999A/swine/HongKong/5200/99|AY363520|1999.),(1987A/swine/Italy/630/1987|DQ975255|1987.,2004A/swine/Italy/58356/2004|EU045368|2004.)),(1984A/swine/CotedArmor/3633/84|AJ293933|1984.,2002A/swine/Germany/S043/2002|AM920742|2002.)))),(((((1993A/swine/Bakum/909/93|AJ252130|1993.,2001A/swine/HongKong/9745/01|AY363524|2001.),(2000A/swine/Italy/1962-1/2000|DQ975265|2000.,2007A/swine/Hungary/13509/2007|FJ798772|2007.581)),1984A/Swine/Brabant/84|AF092059|1984.),((1995A/swine/Belgium/87/95|AJ293927|1995.,2007A/swine/Italy/50127/2007|EU982296|2007.),(1996A/swine/Jena/5/1996|EF409248|1996.,2006A/swine/Italy/114347/2006|EU045376|2006.))),1984A/swine/Ukkel/1/1984|M73775|1984.))
  tree height = 1171.6896269136032
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Apr 09 17:24:29 PDT 2015 [seed=1428625469005]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
166000	-4474.1731  	-198.4797   	-4275.6934  	32.8855     	3.70556E-3  	0.41 hours/million states
167000	-4483.0986  	-197.7604   	-4285.3383  	33.9461     	4.02489E-3  	0.41 hours/million states
168000	-4467.7138  	-193.9967   	-4273.7171  	30.7419     	3.94955E-3  	0.41 hours/million states
169000	-4476.5367  	-192.5728   	-4283.9640  	29.6483     	4.11055E-3  	0.41 hours/million states
170000	-4482.4915  	-196.5244   	-4285.9671  	34.3617     	3.67104E-3  	0.41 hours/million states
171000	-4488.2203  	-198.2889   	-4289.9314  	33.2257     	3.46358E-3  	0.42 hours/million states
172000	-4476.7893  	-200.1092   	-4276.6801  	33.0215     	3.53027E-3  	0.42 hours/million states
173000	-4477.8766  	-194.5600   	-4283.3165  	31.8544     	3.89045E-3  	0.42 hours/million states
174000	-4481.5969  	-197.1577   	-4284.4391  	31.6490     	3.9164E-3   	0.42 hours/million states
175000	-4480.5920  	-196.9646   	-4283.6274  	32.0839     	3.86654E-3  	0.42 hours/million states
176000	-4482.6769  	-197.1290   	-4285.5478  	32.0020     	4.12338E-3  	0.42 hours/million states
177000	-4466.8005  	-196.6897   	-4270.1108  	32.0913     	3.89955E-3  	0.42 hours/million states
178000	-4480.3741  	-197.6764   	-4282.6977  	31.2376     	3.68259E-3  	0.42 hours/million states
179000	-4472.7822  	-197.2976   	-4275.4846  	32.7328     	3.77155E-3  	0.42 hours/million states
180000	-4480.1185  	-199.7823   	-4280.3362  	33.3215     	3.5495E-3   	0.42 hours/million states
181000	-4478.4040  	-204.2873   	-4274.1167  	32.9456     	3.69594E-3  	0.42 hours/million states
182000	-4495.4820  	-203.9626   	-4291.5194  	33.1697     	3.80925E-3  	0.42 hours/million states
183000	-4489.1428  	-206.3534   	-4282.7894  	31.6896     	3.66473E-3  	0.42 hours/million states
184000	-4481.8936  	-198.7431   	-4283.1505  	31.2017     	3.93864E-3  	0.42 hours/million states
185000	-4482.0235  	-200.1565   	-4281.8670  	31.9438     	3.8682E-3   	0.42 hours/million states
186000	-4479.9850  	-206.7622   	-4273.2229  	33.6210     	3.71213E-3  	0.42 hours/million states
187000	-4482.7059  	-202.2652   	-4280.4407  	32.2805     	3.92816E-3  	0.42 hours/million states
188000	-4486.9700  	-205.0769   	-4281.8930  	34.6764     	3.70308E-3  	0.42 hours/million states
189000	-4478.7868  	-202.1113   	-4276.6754  	32.5300     	3.74956E-3  	0.42 hours/million states
190000	-4471.9233  	-192.7891   	-4279.1342  	30.6995     	4.00769E-3  	0.42 hours/million states
191000	-4476.2076  	-198.3472   	-4277.8605  	30.2880     	3.67763E-3  	0.42 hours/million states
192000	-4476.2380  	-188.2585   	-4287.9795  	29.4793     	4.2267E-3   	0.42 hours/million states
193000	-4478.0399  	-193.3844   	-4284.6555  	30.9548     	4.26946E-3  	0.42 hours/million states
194000	-4487.2615  	-194.8172   	-4292.4443  	30.7912     	3.67246E-3  	0.42 hours/million states
195000	-4480.6419  	-192.4527   	-4288.1892  	31.0956     	4.16581E-3  	0.42 hours/million states
196000	-4479.9197  	-197.4724   	-4282.4473  	30.4755     	3.87305E-3  	0.42 hours/million states
197000	-4481.4522  	-193.5325   	-4287.9197  	29.8623     	4.30397E-3  	0.42 hours/million states
198000	-4472.4398  	-194.4391   	-4278.0007  	28.8972     	3.94181E-3  	0.42 hours/million states
199000	-4474.2441  	-194.1806   	-4280.0634  	31.2826     	4.13698E-3  	0.42 hours/million states
200000	-4481.3842  	-197.8371   	-4283.5471  	32.1376     	3.62818E-3  	0.42 hours/million states
201000	-4483.1411  	-199.5618   	-4283.5793  	32.4104     	3.72118E-3  	0.43 hours/million states
202000	-4482.6121  	-198.9162   	-4283.6959  	33.3042     	3.99178E-3  	0.43 hours/million states
203000	-4485.6985  	-203.6047   	-4282.0938  	34.0332     	3.6418E-3   	0.43 hours/million states
204000	-4494.1288  	-210.4654   	-4283.6634  	34.8915     	3.07388E-3  	0.43 hours/million states
205000	-4490.1899  	-204.0246   	-4286.1653  	33.7649     	3.74907E-3  	0.43 hours/million states
206000	-4484.6612  	-203.7956   	-4280.8655  	34.8662     	3.80708E-3  	0.43 hours/million states
207000	-4480.1234  	-201.7537   	-4278.3697  	35.0081     	3.53492E-3  	0.43 hours/million states
208000	-4479.8000  	-199.7935   	-4280.0065  	32.9758     	3.33601E-3  	0.43 hours/million states
209000	-4477.5115  	-193.0998   	-4284.4118  	32.2384     	3.50802E-3  	0.43 hours/million states
210000	-4475.3688  	-197.2856   	-4278.0832  	31.9666     	3.72925E-3  	0.43 hours/million states
211000	-4469.6593  	-196.6978   	-4272.9614  	34.8120     	4.00759E-3  	0.43 hours/million states
212000	-4475.8300  	-197.1091   	-4278.7209  	32.5403     	4.23078E-3  	0.43 hours/million states
213000	-4477.0394  	-192.3413   	-4284.6981  	29.0552     	4.22015E-3  	0.43 hours/million states
214000	-4478.2588  	-193.4455   	-4284.8133  	28.7003     	4.08095E-3  	0.43 hours/million states
215000	-4468.3338  	-190.3119   	-4278.0220  	32.7231     	4.33114E-3  	0.43 hours/million states
216000	-4467.8872  	-188.2607   	-4279.6266  	30.0135     	3.97416E-3  	0.43 hours/million states
217000	-4469.5269  	-190.3022   	-4279.2246  	29.1640     	4.08232E-3  	0.43 hours/million states
218000	-4471.2550  	-192.0275   	-4279.2275  	29.4755     	3.79863E-3  	0.43 hours/million states
219000	-4464.3302  	-192.2212   	-4272.1090  	31.0466     	4.06822E-3  	0.43 hours/million states
220000	-4479.4029  	-195.4508   	-4283.9521  	29.1857     	3.74203E-3  	0.43 hours/million states
221000	-4480.2890  	-197.3250   	-4282.9640  	31.7359     	3.86569E-3  	0.43 hours/million states
222000	-4487.6481  	-194.9274   	-4292.7207  	33.7081     	4.0531E-3   	0.43 hours/million states
223000	-4473.1237  	-199.2239   	-4273.8999  	31.9757     	3.89114E-3  	0.43 hours/million states
224000	-4483.7127  	-200.2655   	-4283.4472  	31.5224     	4.04672E-3  	0.43 hours/million states
225000	-4488.7197  	-203.4270   	-4285.2927  	32.2560     	4.00009E-3  	0.43 hours/million states
226000	-4476.1330  	-196.1115   	-4280.0215  	32.6180     	3.8343E-3   	0.43 hours/million states
227000	-4475.2528  	-196.6842   	-4278.5686  	31.7876     	4.08545E-3  	0.43 hours/million states
228000	-4479.0275  	-198.4444   	-4280.5830  	33.1487     	3.71463E-3  	0.43 hours/million states
229000	-4482.8375  	-204.1940   	-4278.6435  	33.7171     	3.63686E-3  	0.43 hours/million states
230000	-4493.1630  	-209.2072   	-4283.9558  	35.4997     	3.22889E-3  	0.43 hours/million states
231000	-4494.3978  	-213.0498   	-4281.3480  	34.1127     	2.92904E-3  	0.43 hours/million states
232000	-4487.0627  	-199.1420   	-4287.9207  	35.9404     	3.6239E-3   	0.43 hours/million states
233000	-4487.5219  	-206.3508   	-4281.1711  	34.4483     	3.31987E-3  	0.43 hours/million states
234000	-4484.3143  	-203.3391   	-4280.9752  	31.7683     	3.40731E-3  	0.43 hours/million states
235000	-4479.3120  	-197.6317   	-4281.6802  	33.0647     	3.95897E-3  	0.43 hours/million states
236000	-4489.6983  	-202.9437   	-4286.7545  	35.6427     	4.09718E-3  	0.43 hours/million states
237000	-4477.8547  	-200.7566   	-4277.0981  	31.5450     	3.85222E-3  	0.43 hours/million states
238000	-4483.7290  	-206.6131   	-4277.1159  	32.6741     	3.67018E-3  	0.43 hours/million states
239000	-4484.6924  	-203.6900   	-4281.0024  	28.9542     	4.07622E-3  	0.43 hours/million states
240000	-4478.6789  	-197.8297   	-4280.8492  	31.2386     	3.50392E-3  	0.43 hours/million states
241000	-4472.5221  	-196.2386   	-4276.2835  	33.5037     	3.72731E-3  	0.43 hours/million states
242000	-4477.1536  	-194.3800   	-4282.7736  	31.0771     	3.9173E-3   	0.43 hours/million states
243000	-4469.9484  	-197.1521   	-4272.7962  	31.7651     	3.88588E-3  	0.43 hours/million states
244000	-4477.8144  	-196.2545   	-4281.5599  	31.3374     	3.76441E-3  	0.43 hours/million states
245000	-4487.7058  	-198.7470   	-4288.9588  	31.3120     	4.21308E-3  	0.43 hours/million states
246000	-4477.3484  	-197.1716   	-4280.1767  	33.2817     	3.72165E-3  	0.43 hours/million states
247000	-4482.1735  	-199.2918   	-4282.8817  	33.3274     	3.50744E-3  	0.43 hours/million states
248000	-4477.4650  	-193.2468   	-4284.2182  	30.7237     	3.87415E-3  	0.43 hours/million states
249000	-4478.5550  	-196.7937   	-4281.7613  	32.3360     	3.91391E-3  	0.43 hours/million states
250000	-4476.0268  	-192.5286   	-4283.4982  	32.7091     	3.78786E-3  	0.43 hours/million states
251000	-4483.7406  	-202.2215   	-4281.5191  	31.2811     	3.50687E-3  	0.43 hours/million states
252000	-4477.9230  	-201.8627   	-4276.0603  	32.8998     	3.62857E-3  	0.43 hours/million states
253000	-4477.9517  	-197.6921   	-4280.2596  	31.5311     	3.65931E-3  	0.43 hours/million states
254000	-4476.3500  	-206.5999   	-4269.7501  	34.1965     	3.58821E-3  	0.43 hours/million states
255000	-4481.9751  	-204.6387   	-4277.3365  	36.0288     	3.59858E-3  	0.43 hours/million states
256000	-4487.1084  	-202.9157   	-4284.1927  	32.1700     	3.48361E-3  	0.43 hours/million states
257000	-4483.2157  	-202.0600   	-4281.1557  	32.4152     	3.70146E-3  	0.43 hours/million states
258000	-4478.6988  	-201.3904   	-4277.3084  	30.7562     	3.65538E-3  	0.43 hours/million states
259000	-4481.0085  	-204.1083   	-4276.9001  	33.0685     	3.57007E-3  	0.43 hours/million states
260000	-4476.0533  	-199.6671   	-4276.3863  	32.3718     	3.64762E-3  	0.43 hours/million states
261000	-4491.5209  	-208.3960   	-4283.1249  	31.9152     	3.55019E-3  	0.43 hours/million states
262000	-4485.7572  	-202.9709   	-4282.7863  	31.4002     	3.56381E-3  	0.43 hours/million states
263000	-4494.1449  	-207.4352   	-4286.7096  	34.0496     	3.79049E-3  	0.43 hours/million states
264000	-4486.5129  	-208.0814   	-4278.4315  	33.7659     	3.32676E-3  	0.43 hours/million states
265000	-4485.0937  	-205.7005   	-4279.3932  	32.4470     	3.77683E-3  	0.43 hours/million states
266000	-4478.1997  	-197.7681   	-4280.4316  	29.8763     	3.83021E-3  	0.43 hours/million states
267000	-4484.5793  	-194.0583   	-4290.5211  	30.8106     	4.0686E-3   	0.43 hours/million states
268000	-4465.2733  	-185.3182   	-4279.9550  	31.3808     	4.31882E-3  	0.43 hours/million states
269000	-4475.1210  	-197.9331   	-4277.1879  	34.6017     	3.41681E-3  	0.43 hours/million states
270000	-4478.0243  	-191.2831   	-4286.7412  	29.8960     	3.96436E-3  	0.43 hours/million states
271000	-4473.3799  	-183.5760   	-4289.8039  	30.6570     	4.1001E-3   	0.43 hours/million states
272000	-4468.7971  	-190.7936   	-4278.0036  	31.5967     	4.00145E-3  	0.43 hours/million states
273000	-4477.4735  	-192.6909   	-4284.7827  	33.0054     	4.0754E-3   	0.43 hours/million states
274000	-4487.6927  	-199.3263   	-4288.3664  	33.2144     	3.80684E-3  	0.43 hours/million states
275000	-4480.3035  	-198.1632   	-4282.1403  	29.2856     	4.01398E-3  	0.43 hours/million states
276000	-4486.2065  	-198.3197   	-4287.8868  	31.2258     	3.63636E-3  	0.43 hours/million states
277000	-4489.2562  	-207.0578   	-4282.1984  	30.9923     	3.75489E-3  	0.43 hours/million states
278000	-4490.9277  	-203.9632   	-4286.9645  	33.1403     	3.67383E-3  	0.43 hours/million states
279000	-4480.4020  	-199.5270   	-4280.8750  	33.2729     	3.89333E-3  	0.43 hours/million states
280000	-4478.6229  	-194.0798   	-4284.5432  	30.3780     	3.89299E-3  	0.43 hours/million states
281000	-4487.1069  	-194.9330   	-4292.1738  	30.4194     	3.74866E-3  	0.43 hours/million states
282000	-4484.4577  	-193.0463   	-4291.4114  	29.8141     	4.02069E-3  	0.43 hours/million states
283000	-4487.4297  	-203.9119   	-4283.5178  	29.5603     	3.54329E-3  	0.43 hours/million states
284000	-4473.4617  	-197.7303   	-4275.7314  	30.6744     	4.15695E-3  	0.43 hours/million states
285000	-4470.1462  	-192.1262   	-4278.0200  	30.0588     	3.77581E-3  	0.43 hours/million states
286000	-4474.2031  	-191.9043   	-4282.2989  	30.4067     	4.16704E-3  	0.43 hours/million states
287000	-4472.2945  	-192.0768   	-4280.2177  	31.2261     	4.16486E-3  	0.43 hours/million states
288000	-4478.1488  	-189.3131   	-4288.8356  	28.8703     	4.50749E-3  	0.43 hours/million states
289000	-4482.1561  	-192.2867   	-4289.8693  	32.0387     	3.65847E-3  	0.43 hours/million states
290000	-4481.1745  	-193.9814   	-4287.1931  	32.6938     	4.21359E-3  	0.43 hours/million states
291000	-4473.1438  	-193.1747   	-4279.9691  	31.4020     	4.28373E-3  	0.43 hours/million states
292000	-4487.1919  	-197.5383   	-4289.6536  	33.5281     	4.29168E-3  	0.43 hours/million states
293000	-4474.1334  	-194.8608   	-4279.2725  	35.9416     	3.8984E-3   	0.43 hours/million states
294000	-4477.6666  	-199.4944   	-4278.1723  	33.4047     	3.537E-3    	0.43 hours/million states
295000	-4486.1839  	-199.8666   	-4286.3173  	30.8478     	3.70113E-3  	0.43 hours/million states
296000	-4486.7350  	-199.2510   	-4287.4841  	31.4710     	4.0831E-3   	0.43 hours/million states
297000	-4484.8600  	-191.8709   	-4292.9891  	30.2288     	3.91539E-3  	0.43 hours/million states
298000	-4474.8541  	-192.2112   	-4282.6428  	31.7406     	4.1015E-3   	0.43 hours/million states
299000	-4482.5829  	-197.5882   	-4284.9947  	29.8847     	3.79709E-3  	0.43 hours/million states
300000	-4487.1895  	-201.5414   	-4285.6481  	30.1883     	3.85664E-3  	0.43 hours/million states
301000	-4482.4218  	-198.8758   	-4283.5461  	30.6292     	3.71888E-3  	0.43 hours/million states
302000	-4478.5519  	-200.9335   	-4277.6184  	32.5315     	3.79693E-3  	0.43 hours/million states
303000	-4481.7070  	-195.3680   	-4286.3390  	31.9537     	3.73922E-3  	0.43 hours/million states
304000	-4482.6553  	-202.3890   	-4280.2663  	31.7713     	3.46365E-3  	0.43 hours/million states
305000	-4479.5565  	-212.3932   	-4267.1633  	32.5527     	3.58711E-3  	0.43 hours/million states
306000	-4488.0201  	-210.6383   	-4277.3818  	34.8249     	3.11433E-3  	0.43 hours/million states
307000	-4495.3823  	-211.6109   	-4283.7714  	34.1077     	3.25238E-3  	0.43 hours/million states
308000	-4494.6222  	-208.8231   	-4285.7991  	34.5263     	3.26649E-3  	0.43 hours/million states
309000	-4488.0624  	-211.8042   	-4276.2581  	33.1629     	3.48996E-3  	0.43 hours/million states
310000	-4480.0165  	-210.7156   	-4269.3009  	33.0286     	3.27663E-3  	0.43 hours/million states
311000	-4494.7039  	-207.9546   	-4286.7492  	35.4356     	3.65446E-3  	0.43 hours/million states
312000	-4494.4022  	-201.5499   	-4292.8524  	29.6147     	3.72146E-3  	0.43 hours/million states
313000	-4483.5598  	-195.7634   	-4287.7963  	30.0923     	4.13411E-3  	0.43 hours/million states
314000	-4484.1137  	-195.1913   	-4288.9224  	32.9875     	3.83633E-3  	0.43 hours/million states
315000	-4477.9476  	-192.6924   	-4285.2551  	31.0818     	4.32931E-3  	0.43 hours/million states
316000	-4471.2221  	-196.4844   	-4274.7377  	31.2747     	3.65526E-3  	0.43 hours/million states
317000	-4481.6196  	-204.5350   	-4277.0846  	31.2886     	3.56687E-3  	0.43 hours/million states
318000	-4488.5751  	-206.0539   	-4282.5211  	30.2095     	3.83224E-3  	0.43 hours/million states
319000	-4495.5785  	-215.3247   	-4280.2538  	33.2593     	3.26902E-3  	0.43 hours/million states
320000	-4489.4239  	-208.8777   	-4280.5462  	33.5874     	3.32971E-3  	0.43 hours/million states
321000	-4485.6604  	-210.7156   	-4274.9447  	32.1413     	3.5971E-3   	0.44 hours/million states
322000	-4492.8285  	-209.2685   	-4283.5600  	32.2127     	3.47656E-3  	0.44 hours/million states
323000	-4478.6180  	-198.6117   	-4280.0063  	31.8675     	3.6751E-3   	0.44 hours/million states
324000	-4467.9971  	-190.0193   	-4277.9779  	30.5120     	4.18009E-3  	0.44 hours/million states
325000	-4488.2015  	-201.9800   	-4286.2215  	32.6451     	3.83061E-3  	0.44 hours/million states
326000	-4484.8362  	-199.6621   	-4285.1741  	31.7477     	3.79497E-3  	0.44 hours/million states
327000	-4489.5531  	-196.6711   	-4292.8820  	35.5634     	4.10457E-3  	0.44 hours/million states
328000	-4481.7474  	-197.4130   	-4284.3343  	33.1582     	3.76468E-3  	0.44 hours/million states
329000	-4487.5598  	-203.2495   	-4284.3102  	34.3688     	3.75139E-3  	0.44 hours/million states
330000	-4487.9053  	-201.5688   	-4286.3365  	32.7167     	3.72637E-3  	0.44 hours/million states
331000	-4484.8175  	-197.5141   	-4287.3034  	34.6221     	3.52009E-3  	0.44 hours/million states
332000	-4483.9662  	-198.2358   	-4285.7304  	32.9249     	3.35556E-3  	0.44 hours/million states
333000	-4477.6749  	-196.9450   	-4280.7299  	31.0208     	3.68456E-3  	0.44 hours/million states
334000	-4486.1317  	-199.5062   	-4286.6255  	33.7095     	3.40109E-3  	0.44 hours/million states
335000	-4478.5146  	-200.2025   	-4278.3121  	32.4230     	3.5221E-3   	0.44 hours/million states
336000	-4477.4764  	-197.3443   	-4280.1321  	32.7244     	3.98901E-3  	0.44 hours/million states
337000	-4474.4954  	-196.8867   	-4277.6087  	29.9585     	3.83429E-3  	0.44 hours/million states
338000	-4480.3115  	-201.0273   	-4279.2843  	31.6019     	3.84586E-3  	0.44 hours/million states
339000	-4479.3079  	-198.7141   	-4280.5938  	32.6269     	3.85005E-3  	0.44 hours/million states
340000	-4479.9689  	-190.8635   	-4289.1054  	33.7023     	3.86215E-3  	0.44 hours/million states
341000	-4471.8872  	-196.2509   	-4275.6364  	32.1832     	4.02067E-3  	0.44 hours/million states
342000	-4476.0146  	-196.7384   	-4279.2762  	32.2481     	3.58588E-3  	0.44 hours/million states
343000	-4491.5097  	-205.8432   	-4285.6665  	33.4248     	3.70211E-3  	0.44 hours/million states
344000	-4486.5111  	-204.0358   	-4282.4753  	32.8391     	3.43616E-3  	0.44 hours/million states
345000	-4493.8441  	-203.1086   	-4290.7355  	34.1041     	3.44106E-3  	0.44 hours/million states
346000	-4491.5594  	-212.9110   	-4278.6484  	34.9336     	3.09326E-3  	0.44 hours/million states
347000	-4488.0051  	-210.5808   	-4277.4243  	33.3284     	3.71115E-3  	0.44 hours/million states
348000	-4495.4308  	-209.6712   	-4285.7596  	32.4361     	3.77035E-3  	0.44 hours/million states
349000	-4486.5380  	-204.7326   	-4281.8054  	34.6689     	3.56974E-3  	0.44 hours/million states
350000	-4487.1979  	-204.3044   	-4282.8936  	37.7887     	3.43949E-3  	0.44 hours/million states
351000	-4491.8732  	-204.4767   	-4287.3965  	36.4425     	3.56186E-3  	0.44 hours/million states
352000	-4486.6571  	-205.6800   	-4280.9771  	35.9892     	3.46342E-3  	0.44 hours/million states
353000	-4487.3686  	-205.0924   	-4282.2763  	30.6067     	3.31462E-3  	0.44 hours/million states
354000	-4486.7276  	-204.0748   	-4282.6528  	32.1373     	3.68234E-3  	0.44 hours/million states
355000	-4482.5935  	-202.8866   	-4279.7068  	32.5034     	3.81949E-3  	0.44 hours/million states
356000	-4483.7787  	-200.4729   	-4283.3058  	30.8467     	3.63689E-3  	0.44 hours/million states
357000	-4491.5296  	-203.3540   	-4288.1757  	32.4086     	3.60212E-3  	0.44 hours/million states
358000	-4480.2954  	-202.3525   	-4277.9429  	33.6176     	3.49459E-3  	0.44 hours/million states
359000	-4489.0713  	-196.7709   	-4292.3004  	33.0387     	3.69372E-3  	0.44 hours/million states
360000	-4480.0705  	-200.8515   	-4279.2191  	33.6555     	3.67311E-3  	0.44 hours/million states
361000	-4483.2408  	-200.0412   	-4283.1997  	29.9524     	3.79182E-3  	0.44 hours/million states
362000	-4483.9806  	-200.8358   	-4283.1448  	31.8465     	3.98993E-3  	0.44 hours/million states
363000	-4484.0197  	-196.7917   	-4287.2280  	30.4486     	4.03353E-3  	0.44 hours/million states
364000	-4479.6818  	-196.3223   	-4283.3595  	32.4706     	3.72726E-3  	0.44 hours/million states
365000	-4483.8281  	-199.8288   	-4283.9993  	31.2845     	3.64729E-3  	0.44 hours/million states
366000	-4486.6761  	-202.9649   	-4283.7112  	32.0367     	3.75747E-3  	0.44 hours/million states
367000	-4483.9370  	-203.7241   	-4280.2129  	32.2417     	3.62288E-3  	0.44 hours/million states
368000	-4480.3450  	-204.8481   	-4275.4969  	32.1606     	3.78735E-3  	0.44 hours/million states
369000	-4477.1749  	-202.3665   	-4274.8084  	32.0963     	3.48674E-3  	0.44 hours/million states
370000	-4487.5214  	-205.4920   	-4282.0294  	31.2058     	3.43023E-3  	0.44 hours/million states
371000	-4489.3503  	-206.2625   	-4283.0879  	32.3768     	3.56651E-3  	0.44 hours/million states
372000	-4486.2769  	-203.8548   	-4282.4221  	31.7019     	3.30424E-3  	0.44 hours/million states
373000	-4477.6748  	-202.3343   	-4275.3404  	32.9763     	3.65612E-3  	0.44 hours/million states
374000	-4493.8903  	-204.3545   	-4289.5358  	31.5344     	3.98583E-3  	0.44 hours/million states
375000	-4483.4605  	-202.0488   	-4281.4117  	29.9555     	3.89009E-3  	0.44 hours/million states
376000	-4480.5827  	-196.2590   	-4284.3236  	33.2817     	3.81779E-3  	0.44 hours/million states
377000	-4493.7947  	-198.0308   	-4295.7639  	30.6050     	3.78215E-3  	0.44 hours/million states
378000	-4483.3641  	-205.2644   	-4278.0997  	31.9148     	3.64661E-3  	0.44 hours/million states
379000	-4485.2556  	-200.5993   	-4284.6562  	32.9259     	3.78527E-3  	0.44 hours/million states
380000	-4491.1911  	-197.5123   	-4293.6787  	32.2730     	4.03733E-3  	0.44 hours/million states
381000	-4481.7310  	-199.1388   	-4282.5922  	30.9780     	3.51732E-3  	0.44 hours/million states
382000	-4485.2972  	-205.1816   	-4280.1156  	31.9388     	3.629E-3    	0.44 hours/million states
383000	-4484.0214  	-198.9905   	-4285.0309  	32.8152     	3.92901E-3  	0.44 hours/million states
